minimum m,c is 1.210000, 21.490000 with error 9.700894
TIme elasped: 206075249nsec or 0.206075249sec
minimum m,c is 1.210000, 21.490000 with error 9.700894
TIme elasped: 232512188nsec or 0.232512188sec
minimum m,c is 1.210000, 21.490000 with error 9.700894
TIme elasped: 249926350nsec or 0.249926350sec
minimum m,c is 1.210000, 21.490000 with error 9.700894
TIme elasped: 262801427nsec or 0.262801427sec
minimum m,c is 1.210000, 21.490000 with error 9.700894
TIme elasped: 255651868nsec or 0.255651868sec
minimum m,c is 1.210000, 21.490000 with error 9.700894
TIme elasped: 251048500nsec or 0.251048500sec
minimum m,c is 1.210000, 21.490000 with error 9.700894
TIme elasped: 266850649nsec or 0.266850649sec
minimum m,c is 1.210000, 21.490000 with error 9.700894
TIme elasped: 263683422nsec or 0.263683422sec
minimum m,c is 1.210000, 21.490000 with error 9.700894
TIme elasped: 259489836nsec or 0.259489836sec
minimum m,c is 1.210000, 21.490000 with error 9.700894
TIme elasped: 253720870nsec or 0.253720870sec
